Program,LogNumber,Station,Date,QA Type,Sample Type,Type,MatrixCode,SampleDepth,Filtered,Analysis,Parameter,Qualifier,Result,Units,Result Type,WaterShed
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,NitrateNitriteNO3,,0.81,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,pH,,7.96,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,SpecCond,,53700,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,TKN,,0.34,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,TotalPhosphorusPO4,,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,TSS,,7,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,Turbidity,,4.35,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170305,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,M,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.83,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,pH,,8.02,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53900,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TKN,,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,<,0.06,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TSS,,10,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,Turbidity,,5.85,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170306,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,0.84,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,pH,,8.04,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,SpecCond,,54000,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TKN,,0.34,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,<,0.06,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,Turbidity,,2.72,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR170307,LNBHIR,7/26/2010 12:36,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,BactiMF,ENT,,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,BactiMF,TC,,50,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,NitrateNitriteNO3,,0.79,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,pH,,8.2,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,SpecCond,,39800,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TKN,,0.66,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TotalPhosphorusPO4,,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,Turbidity,,3.41,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171461,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,NitrateNitriteNO3,,1.16,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,pH,,7.86,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,SpecCond,,52300,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TKN,,0.27,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TotalPhosphorusPO4,,0.18,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,Turbidity,,1.88,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171462,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,AmmoniaN,,0.17,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,NitrateNitriteNO3,,1.17,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,pH,,7.84,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,SpecCond,,52200,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,TKN,,0.27,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,TotalPhosphorusPO4,,0.21,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,Turbidity,,3.6,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171463,UNBJAM,8/16/2010 9:13,NA,Grab,ST,SW,B,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,BactiMF,ENT,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,BactiMF,TC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.06,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,pH,,8.16,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,SpecCond,,49000,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TKN,,0.41,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.2,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,Turbidity,,2.2,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171465,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.11,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,pH,,7.99,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,SpecCond,,52300,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TKN,,0.33,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.23,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TSS,,7,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,Turbidity,,4.63,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171466,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.09,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,pH,,7.91,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,SpecCond,,52900,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TKN,,0.27,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.17,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,Turbidity,,3.79,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171467,UNBSDC,8/16/2010 9:40,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,BactiMF,ENT,,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,BactiMF,FC,,99,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,BactiMF,TC,,230,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.12,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,pH,,7.97,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53400,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TKN,,0.25,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.18,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,Turbidity,,3.27,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171469,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.09,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,pH,,7.95,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53500,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TKN,,0.3,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.18,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TSS,,8,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,Turbidity,,5.11,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171470,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.15,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,pH,,7.98,SU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,SpecCond,,53400,umhos/cm,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TKN,,0.32,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TotalPhosphorusPO4,,0.16,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,TSS,,7,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,Turbidity,,3.63,NTU,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171471,UNBNSB,8/16/2010 10:10,NA,Grab,DT,SW,S,T,NUT,VSS,<,5,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,BactiMF,ENT,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,BactiMF,FC,<,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,BactiMF,TC,,9,CFU/100 ml,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,NUT,AmmoniaN,<,0.1,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,NUT,NitrateNitriteNO3,,1.12,mg/L,Chem,Newport Bay
"SAR Estuary/Wetlands Monitoring,TMDL Newport Bay",WR171473,UNBCHB,8/16/2010 10:35,NA,Grab,DT,SW,S,T,NUT,OrthoPhosphateP,<,0.02,mg/L,Chem,Newport Bay
